pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
7428	A red dog is jumping and catching a tennis ball in its mouth	A dog with a tan coat is jumping up and catching a tennis ball	NEUTRAL	3.7	A_neutral_B	B_neutral_A	a red dog jumps an catches a tennis ball in its mouth	a tan dog jumps up to catch a tennis ball	FLICKR	FLICKR	TRAIN
7429	There is no tan dog jumping up and catching a tennis ball	A red dog is jumping and catching a tennis ball in its mouth	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a red dog jumps an catches a tennis ball in its mouth	a tan dog jumps up to catch a tennis ball	FLICKR	FLICKR	TEST
7430	A red dog is excitedly jumping up and catching a tennis ball in its mouth	A tan dog is jumping up and catching a tennis ball	NEUTRAL	4	A_neutral_B	B_neutral_A	a red dog jumps an catches a tennis ball in its mouth	a tan dog jumps up to catch a tennis ball	FLICKR	FLICKR	TEST
7431	A tan dog is jumping up and catching a tennis ball	A red dog is sitting and dropping a tennis ball from its mouth	NEUTRAL	3.1	A_neutral_B	B_neutral_A	a tan dog jumps up to catch a tennis ball	a red dog jumps an catches a tennis ball in its mouth	FLICKR	FLICKR	TEST
7432	A red dog is jumping and catching a tennis ball in its mouth	A tan dog is jumping up and catching a tennis ball	NEUTRAL	3.9	A_neutral_B	B_neutral_A	a red dog jumps an catches a tennis ball in its mouth	a tan dog jumps up to catch a tennis ball	FLICKR	FLICKR	TRAIN
7433	A man is sitting on a train and resting his hand against his face	The man is sitting on the train and resting his hand against his face	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is sitting on a train resting his hand against his face	a man is sitting on a train resting his hand against his face	FLICKR	FLICKR	TEST
7434	A man is sitting on a train and resting his hand against his face	A man is standing on a train and resting his hand on his lap	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a man is sitting on a train resting his hand against his face	a man is sitting on a train resting his hand against his face	FLICKR	FLICKR	TRAIN
7435	The bearded man is sitting on a train	The hairy man is sitting on a train	NEUTRAL	4	A_neutral_B	B_neutral_A	a bearded man on a train	a bearded man on a train	FLICKR	FLICKR	TEST
7436	The bearded man is not sitting on a train	The bearded man is sitting on a train	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a bearded man on a train	a bearded man on a train	FLICKR	FLICKR	TEST
7437	A man is sitting on a train and resting his hand against his face	The hairy man is sitting on a train	NEUTRAL	3.2	A_neutral_B	B_neutral_A	a man is sitting on a train resting his hand against his face	a bearded man on a train	FLICKR	FLICKR	TRAIN
7438	A man is sitting on a train and resting his hand against his face	The bearded man is not sitting on a train	NEUTRAL	2.1	A_neutral_B	B_neutral_A	a man is sitting on a train resting his hand against his face	a bearded man on a train	FLICKR	FLICKR	TRAIN
7439	The bearded man is sitting on a train	The man is sitting on the train and resting his hand against his face	NEUTRAL	3.3	A_neutral_B	B_neutral_A	a bearded man on a train	a man is sitting on a train resting his hand against his face	FLICKR	FLICKR	TEST
7440	A man is standing on a train and resting his hand on his lap	The bearded man is sitting on a train	NEUTRAL	3	A_neutral_B	B_neutral_A	a bearded man on a train	a man is sitting on a train resting his hand against his face	FLICKR	FLICKR	TEST
7441	A man is sitting on a train and resting his hand against his face	The bearded man is sitting on a train	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a man is sitting on a train resting his hand against his face	a bearded man on a train	FLICKR	FLICKR	TRAIN
7442	A small child is showing excitement on a swing set at the park	A small child is showing excitement on a set of swings at the park	ENTAILMENT	4.8	A_entails_B	B_entails_A	a small child shows excitement on a swing set at the park	a small child shows excitement on a swing set at the park	FLICKR	FLICKR	TEST
7443	A small child is showing excitement on a swing set at the park	A small child is showing boredom on a swing set at the park	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a small child shows excitement on a swing set at the park	a small child shows excitement on a swing set at the park	FLICKR	FLICKR	TEST
7444	The show for the small child is being set on an exciting swing at the park	A small child is showing excitement on a swing set at the park	NEUTRAL	2.9	A_neutral_B	B_neutral_A	a small child shows excitement on a swing set at the park	a small child shows excitement on a swing set at the park	FLICKR	FLICKR	TRAIN
7445	The little girl is swinging and the woman is standing behind her	The girl, who is little, is swinging and the woman is standing behind	ENTAILMENT	4.9	A_entails_B	B_entails_A	a little girl swings, a woman stands behind her	a little girl swings, a woman stands behind her	FLICKR	FLICKR	TRIAL
7446	The little girl is not swinging and the woman is not standing behind her	The little girl is swinging and the woman is standing behind her	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	a little girl swings, a woman stands behind her	a little girl swings, a woman stands behind her	FLICKR	FLICKR	TRAIN
7447	The little girl is swinging and the woman is standing behind her	The girl is standing behind the little woman who is swinging	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a little girl swings, a woman stands behind her	a little girl swings, a woman stands behind her	FLICKR	FLICKR	TEST
7448	A small child is showing excitement on a swing set at the park	The girl, who is little, is swinging and the woman is standing behind	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a little girl swings, a woman stands behind her	a small child shows excitement on a swing set at the park	FLICKR	FLICKR	TRIAL
7449	A small child is showing excitement on a swing set at the park	The little girl is not swinging and the woman is not standing behind her	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a small child shows excitement on a swing set at the park	a little girl swings, a woman stands behind her	FLICKR	FLICKR	TEST
7450	A small child is showing excitement on a swing set at the park	The girl is standing behind the little woman who is swinging	NEUTRAL	2.5	A_neutral_B	B_neutral_A	a small child shows excitement on a swing set at the park	a little girl swings, a woman stands behind her	FLICKR	FLICKR	TEST
7451	A small child is showing excitement on a set of swings at the park	The little girl is swinging and the woman is standing behind her	NEUTRAL	3.115	A_neutral_B	B_neutral_A	a little girl swings, a woman stands behind her	a small child shows excitement on a swing set at the park	FLICKR	FLICKR	TRAIN
7452	A small child is showing boredom on a swing set at the park	The little girl is swinging and the woman is standing behind her	NEUTRAL	3	A_neutral_B	B_neutral_A	a little girl swings, a woman stands behind her	a small child shows excitement on a swing set at the park	FLICKR	FLICKR	TRAIN
7453	The show for the small child is being set on an exciting swing at the park	The little girl is swinging and the woman is standing behind her	NEUTRAL	3.3	A_neutral_B	B_neutral_A	a little girl swings, a woman stands behind her	a small child shows excitement on a swing set at the park	FLICKR	FLICKR	TEST
7454	The little girl is swinging and the woman is standing behind her	A small child is showing excitement on a swing set at the park	NEUTRAL	2.9	A_neutral_B	B_neutral_A	a small child shows excitement on a swing set at the park	a little girl swings, a woman stands behind her	FLICKR	FLICKR	TRAIN
7455	A man is performing a trick on a surfboard in the water	A person is performing a trick on a surfboard in the water	ENTAILMENT	4.8	A_entails_B	B_neutral_A	a man performs a trick on a surfboard in the water	a man performs a trick on a surfboard in the water	FLICKR	FLICKR	TRAIN
7456	A man is falling off a surfboard in the water	A man is performing a trick on a surfboard in the water	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a man performs a trick on a surfboard in the water	a man performs a trick on a surfboard in the water	FLICKR	FLICKR	TEST
7457	A surfer is riding the wave	The wave is being ridden by a surfer	ENTAILMENT	4.8	A_entails_B	B_entails_A	a surfer rides the wave	a surfer rides the wave	FLICKR	FLICKR	TRAIN
7458	There is no surfer riding the wave	A surfer is riding the wave	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a surfer rides the wave	a surfer rides the wave	FLICKR	FLICKR	TEST
7459	A surfer is riding the wave	A rider is surfing the wave	ENTAILMENT	4.6	A_entails_B	B_entails_A	a surfer rides the wave	a surfer rides the wave	FLICKR	FLICKR	TRAIN
7460	A man is performing a trick on a surfboard in the water	The wave is being ridden by a surfer	NEUTRAL	3.9	A_neutral_B	B_neutral_A	a man performs a trick on a surfboard in the water	a surfer rides the wave	FLICKR	FLICKR	TEST
7461	There is no surfer riding the wave	A man is performing a trick on a surfboard in the water	NEUTRAL	3	A_contradicts_B	B_neutral_A	a man performs a trick on a surfboard in the water	a surfer rides the wave	FLICKR	FLICKR	TRAIN
7462	A rider is surfing the wave	A man is performing a trick on a surfboard in the water	NEUTRAL	4.4	A_neutral_B	B_neutral_A	a surfer rides the wave	a man performs a trick on a surfboard in the water	FLICKR	FLICKR	TRAIN
7463	A person is performing a trick on a surfboard in the water	A surfer is riding the wave	NEUTRAL	3.7	A_neutral_B	B_neutral_A	a surfer rides the wave	a man performs a trick on a surfboard in the water	FLICKR	FLICKR	TEST
7464	A surfer is riding the wave	A man is falling off a surfboard in the water	NEUTRAL	3.5	A_neutral_B	B_neutral_A	a surfer rides the wave	a man performs a trick on a surfboard in the water	FLICKR	FLICKR	TRIAL
7465	A surfer is riding the wave	A man is performing a trick on a surfboard in the water	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a man performs a trick on a surfboard in the water	a surfer rides the wave	FLICKR	FLICKR	TEST
7466	The group of people is sitting in a dim room	The group of people is sitting in a room which is dim	ENTAILMENT	4.9	A_entails_B	B_entails_A	a group of people in a dim room	a group of people in a dim room	FLICKR	FLICKR	TRIAL
7467	The group of people is not sitting in a dim room	The group of people is sitting in a dim room	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a group of people in a dim room	a group of people in a dim room	FLICKR	FLICKR	TEST
7468	The group of people is sitting in a dim room	The group of dim people is sitting in a room	NEUTRAL	3.5	A_neutral_B	B_neutral_A	a group of people in a dim room	a group of people in a dim room	FLICKR	FLICKR	TRAIN
7469	A man and two women in a dark room are sitting at a table with candles	A man and two women in a darkened room are sitting at a table with candles	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man and two women sit in a darkened room at a table with candles	a man and two women sit in a darkened room at a table with candles	FLICKR	FLICKR	TEST
7470	A man and two women are standing in a bright room by a table with candles	A man and two women in a darkened room are sitting at a table with candles	NEUTRAL	4.2	A_contradicts_B	B_neutral_A	a man and two women sit in a darkened room at a table with candles	a man and two women sit in a darkened room at a table with candles	FLICKR	FLICKR	TRAIN
7471	A man and two women in a dark room are sitting at a table with candles	The group of people is sitting in a dim room	ENTAILMENT	3.6	A_entails_B	B_neutral_A	a group of people in a dim room	a man and two women sit in a darkened room at a table with candles	FLICKR	FLICKR	TRIAL
7472	A man and two women are standing in a bright room by a table with candles	The group of people is sitting in a dim room	NEUTRAL	3.1	A_neutral_B	B_neutral_A	a group of people in a dim room	a man and two women sit in a darkened room at a table with candles	FLICKR	FLICKR	TRAIN
7473	A man and two women in a darkened room are sitting at a table with candles	The group of people is sitting in a room which is dim	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man and two women sit in a darkened room at a table with candles	a group of people in a dim room	FLICKR	FLICKR	TEST
7474	A man and two women in a darkened room are sitting at a table with candles	The group of people is not sitting in a dim room	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a man and two women sit in a darkened room at a table with candles	a group of people in a dim room	FLICKR	FLICKR	TRAIN
7475	A man and two women in a darkened room are sitting at a table with candles	The group of dim people is sitting in a room	NEUTRAL	2.5	A_neutral_B	B_neutral_A	a man and two women sit in a darkened room at a table with candles	a group of people in a dim room	FLICKR	FLICKR	TRIAL
7476	A man and two women in a darkened room are sitting at a table with candles	The group of people is sitting in a dim room	ENTAILMENT	3.7	A_entails_B	B_neutral_A	a group of people in a dim room	a man and two women sit in a darkened room at a table with candles	FLICKR	FLICKR	TRAIN
7477	A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer	A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man in a white shirt and sunglasses and a man in a black shirt and sunglasses sit at a table with four beer bottles	a man in a white shirt and sunglasses and a man in a black shirt and sunglasses sit at a table with four beer bottles	FLICKR	FLICKR	TRIAL
7478	A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles	There are no men sitting at the table with four beer bottles	CONTRADICTION	2.8	A_contradicts_B	B_contradicts_A	a man in a white shirt and sunglasses and a man in a black shirt and sunglasses sit at a table with four beer bottles	a man in a white shirt and sunglasses and a man in a black shirt and sunglasses sit at a table with four beer bottles	FLICKR	FLICKR	TEST
7479	Two guys are sitting around a table and holding beers in their hands	Two blokes are sitting around a table and holding beers in their hands	ENTAILMENT	4.6	A_entails_B	B_entails_A	there are two guys sitting around a table, both with beers in their hands	there are two guys sitting around a table, both with beers in their hands	FLICKR	FLICKR	TRAIN
7480	Two guys are standing by a table and putting some beers down on it	Two guys are sitting around a table and holding beers in their hands	NEUTRAL	3.7	A_neutral_B	B_neutral_A	there are two guys sitting around a table, both with beers in their hands	there are two guys sitting around a table, both with beers in their hands	FLICKR	FLICKR	TEST
7481	Two blokes are sitting around a table and holding beers in their hands	A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles	NEUTRAL	4	A_neutral_B	B_neutral_A	a man in a white shirt and sunglasses and a man in a black shirt and sunglasses sit at a table with four beer bottles	there are two guys sitting around a table, both with beers in their hands	FLICKR	FLICKR	TRAIN
7482	A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles	Two guys are standing by a table and putting some beers down on it	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a man in a white shirt and sunglasses and a man in a black shirt and sunglasses sit at a table with four beer bottles	there are two guys sitting around a table, both with beers in their hands	FLICKR	FLICKR	TEST
7483	Two guys are sitting around a table and holding beers in their hands	A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer	NEUTRAL	3.8	A_neutral_B	B_neutral_A	there are two guys sitting around a table, both with beers in their hands	a man in a white shirt and sunglasses and a man in a black shirt and sunglasses sit at a table with four beer bottles	FLICKR	FLICKR	TRAIN
7484	Two guys are sitting around a table and holding beers in their hands	There are no men sitting at the table with four beer bottles	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	there are two guys sitting around a table, both with beers in their hands	a man in a white shirt and sunglasses and a man in a black shirt and sunglasses sit at a table with four beer bottles	FLICKR	FLICKR	TEST
7485	Two guys are sitting around a table and holding beers in their hands	A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles	NEUTRAL	4.1	A_neutral_B	B_neutral_A	a man in a white shirt and sunglasses and a man in a black shirt and sunglasses sit at a table with four beer bottles	there are two guys sitting around a table, both with beers in their hands	FLICKR	FLICKR	TRAIN
7486	The dog is chasing the ball	A dog is chasing a ball	ENTAILMENT	5	A_entails_B	B_entails_A	a dog chasing a ball	a dog chasing a ball	FLICKR	FLICKR	TRAIN
7487	A dog is chasing a ball	There is no dog chasing a ball	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a dog chasing a ball	a dog chasing a ball	FLICKR	FLICKR	TRAIN
7488	A blue ball is being caught by the dog	The dog is catching a blue ball	ENTAILMENT	4.9	A_entails_B	B_entails_A	the german shepherd dog is trying to catch a blue ball	the german shepherd dog is trying to catch a blue ball	FLICKR	FLICKR	TEST
7489	The dog is catching a blue ball	The dog is not catching a blue ball	CONTRADICTION	3.815	A_contradicts_B	B_contradicts_A	the german shepherd dog is trying to catch a blue ball	the german shepherd dog is trying to catch a blue ball	FLICKR	FLICKR	TEST
7490	A dog is chasing a ball	A blue ball is being caught by the dog	NEUTRAL	3.7	A_neutral_B	B_neutral_A	a dog chasing a ball	the german shepherd dog is trying to catch a blue ball	FLICKR	FLICKR	TEST
7491	A dog is chasing a ball	The dog is not catching a blue ball	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a dog chasing a ball	the german shepherd dog is trying to catch a blue ball	FLICKR	FLICKR	TRAIN
7492	The dog is catching a blue ball	The dog is chasing the ball	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a dog chasing a ball	the german shepherd dog is trying to catch a blue ball	FLICKR	FLICKR	TRAIN
7493	There is no dog chasing a ball	The dog is catching a blue ball	NEUTRAL	3.3	A_contradicts_B	B_neutral_A	the german shepherd dog is trying to catch a blue ball	a dog chasing a ball	FLICKR	FLICKR	TRAIN
7494	The dog is catching a blue ball	A dog is chasing a ball	NEUTRAL	3.9	A_neutral_B	B_neutral_A	a dog chasing a ball	the german shepherd dog is trying to catch a blue ball	FLICKR	FLICKR	TEST
7495	A person is wearing a red jacket and carefully holding a beer	A person is wearing a red jacket and holding a beer	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a person wearing a red jacket holds a beer while a man in a white shirt follows	a person wearing a red jacket holds a beer while a man in a white shirt follows	FLICKR	FLICKR	TEST
7496	A person is shirtless and is putting down the beer	A person is wearing a red jacket and holding a beer	NEUTRAL	2.2	A_contradicts_B	B_neutral_A	a person wearing a red jacket holds a beer while a man in a white shirt follows	a person wearing a red jacket holds a beer while a man in a white shirt follows	FLICKR	FLICKR	TRAIN
7497	The woman is wearing a red jacket and holding a glass in front of the man in a t-shirt, which is white	The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt	ENTAILMENT	5	A_entails_B	B_entails_A	the woman wearing a red jacket is holding a glass and she is in front of the man in a white tee shirt	the woman wearing a red jacket is holding a glass and she is in front of the man in a white tee shirt	FLICKR	FLICKR	TRAIN
7498	The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt	The woman is not wearing a red jacket and is not holding a glass in front of the man in a white t-shirt	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	the woman wearing a red jacket is holding a glass and she is in front of the man in a white tee shirt	the woman wearing a red jacket is holding a glass and she is in front of the man in a white tee shirt	FLICKR	FLICKR	TEST
7499	The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt	The woman is holding a white jacket and a red glass in front of the man wearing a t-shirt	NEUTRAL	3.5	A_neutral_B	B_neutral_A	the woman wearing a red jacket is holding a glass and she is in front of the man in a white tee shirt	the woman wearing a red jacket is holding a glass and she is in front of the man in a white tee shirt	FLICKR	FLICKR	TRAIN
7500	A person is wearing a red jacket and holding a beer	The woman is wearing a red jacket and holding a glass in front of the man in a t-shirt, which is white	NEUTRAL	3.3	A_neutral_B	B_neutral_A	a person wearing a red jacket holds a beer while a man in a white shirt follows	the woman wearing a red jacket is holding a glass and she is in front of the man in a white tee shirt	FLICKR	FLICKR	TEST
7501	The woman is not wearing a red jacket and is not holding a glass in front of the man in a white t-shirt	A person is wearing a red jacket and holding a beer	NEUTRAL	2.4	A_neutral_B	B_neutral_A	a person wearing a red jacket holds a beer while a man in a white shirt follows	the woman wearing a red jacket is holding a glass and she is in front of the man in a white tee shirt	FLICKR	FLICKR	TRIAL
7502	The woman is holding a white jacket and a red glass in front of the man wearing a t-shirt	A person is wearing a red jacket and holding a beer	NEUTRAL	2.8	A_neutral_B	B_neutral_A	a person wearing a red jacket holds a beer while a man in a white shirt follows	the woman wearing a red jacket is holding a glass and she is in front of the man in a white tee shirt	FLICKR	FLICKR	TEST
7503	The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt	A person is wearing a red jacket and carefully holding a beer	NEUTRAL	3.7	A_neutral_B	B_neutral_A	the woman wearing a red jacket is holding a glass and she is in front of the man in a white tee shirt	a person wearing a red jacket holds a beer while a man in a white shirt follows	FLICKR	FLICKR	TRAIN
7504	The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt	A person is shirtless and is putting down the beer	NEUTRAL	2.1	A_neutral_B	B_neutral_A	the woman wearing a red jacket is holding a glass and she is in front of the man in a white tee shirt	a person wearing a red jacket holds a beer while a man in a white shirt follows	FLICKR	FLICKR	TRAIN
7505	A person is wearing a red jacket and holding a beer	The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt	NEUTRAL	3.3	A_neutral_B	B_neutral_A	a person wearing a red jacket holds a beer while a man in a white shirt follows	the woman wearing a red jacket is holding a glass and she is in front of the man in a white tee shirt	FLICKR	FLICKR	TRAIN
7506	Two brown dogs are playing with a frisbee in the water	Two brown dogs are playing with the frisbee in the water	ENTAILMENT	4.9	A_entails_B	B_entails_A	two brown dogs play with a frisbee in the water	two brown dogs play with a frisbee in the water	FLICKR	FLICKR	TRAIN
7507	Two brown dogs are playing with a frisbee in the water	Two brown dogs are leaving a frisbee in the water	NEUTRAL	3.8	A_neutral_B	B_neutral_A	two brown dogs play with a frisbee in the water	two brown dogs play with a frisbee in the water	FLICKR	FLICKR	TRAIN
7508	Two dogs are battling for a frisbee in a lake	Two dogs are fighting for a frisbee in a lake	ENTAILMENT	4.9	A_entails_B	B_entails_A	two dogs both fighting for control of a frisbee while in a lake	two dogs both fighting for control of a frisbee while in a lake	FLICKR	FLICKR	TRAIN
7509	There are no dogs fighting for a frisbee in a lake	Two dogs are fighting for a frisbee in a lake	CONTRADICTION	4.4	A_contradicts_B	B_contradicts_A	two dogs both fighting for control of a frisbee while in a lake	two dogs both fighting for control of a frisbee while in a lake	FLICKR	FLICKR	TRAIN
7510	Two dogs are battling for a frisbee in a lake	Two brown dogs are playing with a frisbee in the water	ENTAILMENT	4.4	A_entails_B	B_neutral_A	two brown dogs play with a frisbee in the water	two dogs both fighting for control of a frisbee while in a lake	FLICKR	FLICKR	TEST
7511	There are no dogs fighting for a frisbee in a lake	Two brown dogs are playing with a frisbee in the water	NEUTRAL	3.9	A_neutral_B	B_neutral_A	two brown dogs play with a frisbee in the water	two dogs both fighting for control of a frisbee while in a lake	FLICKR	FLICKR	TRAIN
7512	Two brown dogs are playing with the frisbee in the water	Two dogs are fighting for a frisbee in a lake	NEUTRAL	4.1	A_neutral_B	B_neutral_A	two dogs both fighting for control of a frisbee while in a lake	two brown dogs play with a frisbee in the water	FLICKR	FLICKR	TEST
7513	Two dogs are fighting for a frisbee in a lake	Two brown dogs are leaving a frisbee in the water	NEUTRAL	3.5	A_neutral_B	B_neutral_A	two dogs both fighting for control of a frisbee while in a lake	two brown dogs play with a frisbee in the water	FLICKR	FLICKR	TEST
7514	Two dogs are fighting for a frisbee in a lake	Two brown dogs are playing with a frisbee in the water	NEUTRAL	4.5	A_neutral_B	B_neutral_A	two brown dogs play with a frisbee in the water	two dogs both fighting for control of a frisbee while in a lake	FLICKR	FLICKR	TEST
7515	A girl in pink is twirling a ribbon	A ribbon is being twirled by a girl in pink	ENTAILMENT	4.8	A_entails_B	B_entails_A	a girl in pink twirls a ribbon	a girl in pink twirls a ribbon	FLICKR	FLICKR	TEST
7516	A girl in pink is twirling a ribbon	There is no girl in pink twirling a ribbon	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	a girl in pink twirls a ribbon	a girl in pink twirls a ribbon	FLICKR	FLICKR	TRAIN
7517	The girl is wearing a shirt colored in white with a pink skirt, and is standing in front of a house	The girl is wearing a white shirt and a pink skirt, and is standing in front of a house	ENTAILMENT	4.8	A_entails_B	B_entails_A	the girl is wearing a white shirt with pink skirt, and she is standing in front of a house	the girl is wearing a white shirt with pink skirt, and she is standing in front of a house	FLICKR	FLICKR	TEST
7518	The girl is not wearing a white shirt and a pink skirt, and is not standing in front of a house	The girl is wearing a white shirt and a pink skirt, and is standing in front of a house	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	the girl is wearing a white shirt with pink skirt, and she is standing in front of a house	the girl is wearing a white shirt with pink skirt, and she is standing in front of a house	FLICKR	FLICKR	TEST
7519	The girl is wearing a shirt colored in white with a pink skirt, and is standing in front of a house	A girl in pink is twirling a ribbon	NEUTRAL	2.6	A_neutral_B	B_neutral_A	a girl in pink twirls a ribbon	the girl is wearing a white shirt with pink skirt, and she is standing in front of a house	FLICKR	FLICKR	TEST
7520	A girl in pink is twirling a ribbon	The girl is not wearing a white shirt and a pink skirt, and is not standing in front of a house	NEUTRAL	2.1	A_neutral_B	B_neutral_A	a girl in pink twirls a ribbon	the girl is wearing a white shirt with pink skirt, and she is standing in front of a house	FLICKR	FLICKR	TEST
7521	The girl is wearing a white shirt and a pink skirt, and is standing in front of a house	A ribbon is being twirled by a girl in pink	NEUTRAL	2.4	A_neutral_B	B_neutral_A	the girl is wearing a white shirt with pink skirt, and she is standing in front of a house	a girl in pink twirls a ribbon	FLICKR	FLICKR	TEST
7522	There is no girl in pink twirling a ribbon	The girl is wearing a white shirt and a pink skirt, and is standing in front of a house	NEUTRAL	2.6	A_neutral_B	B_neutral_A	the girl is wearing a white shirt with pink skirt, and she is standing in front of a house	a girl in pink twirls a ribbon	FLICKR	FLICKR	TRAIN
7523	A girl in pink is twirling a ribbon	The girl is wearing a white shirt and a pink skirt, and is standing in front of a house	NEUTRAL	2.9	A_neutral_B	B_neutral_A	a girl in pink twirls a ribbon	the girl is wearing a white shirt with pink skirt, and she is standing in front of a house	FLICKR	FLICKR	TEST
7524	The child is playing with the water spout outdoors and the rest of his family is watching	A child is playing with a water spout outdoors and the rest of his family is watching	ENTAILMENT	4.9	A_entails_B	B_entails_A	a child is playing with a water spout outdoors while the rest of his family watches	a child is playing with a water spout outdoors while the rest of his family watches	FLICKR	FLICKR	TEST
7525	There is no child playing with a water spout outdoors with the rest of his family watching	A child is playing with a water spout outdoors and the rest of his family is watching	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	a child is playing with a water spout outdoors while the rest of his family watches	a child is playing with a water spout outdoors while the rest of his family watches	FLICKR	FLICKR	TRAIN
7526	A child is watching someone playing outdoors and is spouting water over the rest of his family 	A child is playing with a water spout outdoors and the rest of his family is watching	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a child is playing with a water spout outdoors while the rest of his family watches	a child is playing with a water spout outdoors while the rest of his family watches	FLICKR	FLICKR	TRAIN
7527	A hose is being held by a boy next to a man and another boy is watching	A boy is holding a hose next to a man and another boy is watching	ENTAILMENT	4.9	A_entails_B	B_entails_A	a boy holding a hose next to a man while another boy watches on, held by a woman	a boy holding a hose next to a man while another boy watches on, held by a woman	FLICKR	FLICKR	TRAIN
7528	A boy is laying down a hose next to a man and another boy is running away	A boy is holding a hose next to a man and another boy is watching	NEUTRAL	3.3	A_neutral_B	B_neutral_A	a boy holding a hose next to a man while another boy watches on, held by a woman	a boy holding a hose next to a man while another boy watches on, held by a woman	FLICKR	FLICKR	TEST
7529	A child is playing with a water spout outdoors and the rest of his family is watching	A hose is being held by a boy next to a man and another boy is watching	NEUTRAL	2.8	A_neutral_B	B_neutral_A	a child is playing with a water spout outdoors while the rest of his family watches	a boy holding a hose next to a man while another boy watches on, held by a woman	FLICKR	FLICKR	TEST
7530	A child is playing with a water spout outdoors and the rest of his family is watching	A boy is laying down a hose next to a man and another boy is running away	NEUTRAL	2.7	A_neutral_B	B_neutral_A	a child is playing with a water spout outdoors while the rest of his family watches	a boy holding a hose next to a man while another boy watches on, held by a woman	FLICKR	FLICKR	TEST
7531	The child is playing with the water spout outdoors and the rest of his family is watching	A boy is holding a hose next to a man and another boy is watching	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a boy holding a hose next to a man while another boy watches on, held by a woman	a child is playing with a water spout outdoors while the rest of his family watches	FLICKR	FLICKR	TEST
7532	There is no child playing with a water spout outdoors with the rest of his family watching	A boy is holding a hose next to a man and another boy is watching	NEUTRAL	2.6	A_neutral_B	B_neutral_A	a boy holding a hose next to a man while another boy watches on, held by a woman	a child is playing with a water spout outdoors while the rest of his family watches	FLICKR	FLICKR	TRAIN
7533	A child is watching someone playing outdoors and is spouting water over the rest of his family 	A boy is holding a hose next to a man and another boy is watching	NEUTRAL	3	A_neutral_B	B_neutral_A	a boy holding a hose next to a man while another boy watches on, held by a woman	a child is playing with a water spout outdoors while the rest of his family watches	FLICKR	FLICKR	TRIAL
7534	A child is playing with a water spout outdoors and the rest of his family is watching	A boy is holding a hose next to a man and another boy is watching	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a child is playing with a water spout outdoors while the rest of his family watches	a boy holding a hose next to a man while another boy watches on, held by a woman	FLICKR	FLICKR	TRAIN
7535	A football player is running past an official carrying a football	A person playing football is running past an official carrying a football	ENTAILMENT	4.5	A_entails_B	B_entails_A	a football player runs past an official carrying a football	a football player runs past an official carrying a football	FLICKR	FLICKR	TEST
